code,short_desc,long_desc,is_header
E133539,"Oth diab with prolif diab rtnop with trctn dtch n-mcla, unsp","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",0
E133541,"Oth diab with prolif diabetic rtnop with comb detach, r eye","Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",0
E133542,"Oth diab with prolif diab rtnop with comb detach, left eye","Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",0
E133543,"Oth diabetes with prolif diabetic rtnop with comb detach, bi","Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",0
E133549,"Oth diab with prolif diabetic rtnop with comb detach, unsp","Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",0
E133551,"Oth diabetes with stable prolif diabetic rtnop, right eye","Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye",0
E133552,"Oth diabetes with stable prolif diabetic rtnop, left eye","Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye",0
E133553,"Oth diabetes with stable prolif diabetic rtnop, bilateral","Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",0
E133559,"Oth diabetes with stable prolif diabetic retinopathy, unsp","Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",0
E133591,"Oth diab with prolif diab rtnop without macular edema, r eye","Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",0
E133592,"Oth diab with prolif diab rtnop without macular edema, l eye","Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",0
E133593,"Oth diab with prolif diab rtnop without macular edema, bi","Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",0
E133599,"Oth diab with prolif diab rtnop without macular edema, unsp","Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",0
E1336,Other specified diabetes mellitus with diabetic cataract,Other specified diabetes mellitus with diabetic cataract,0
E1337X1,"Oth diab with diab macular edema, resolved fol trtmt, r eye","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",0
E1337X2,"Oth diab with diab macular edema, resolved fol trtmt, l eye","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",0
E1337X3,"Oth diab with diabetic macular edema, resolved fol trtmt, bi","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",0
E1337X9,"Oth diab with diab macular edema, resolved fol trtmt, unsp","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",0
E1339,Oth diabetes mellitus w oth diabetic ophthalmic complication,Other specified diabetes mellitus with other diabetic ophthalmic complication,0
E1340,"Oth diabetes mellitus with diabetic neuropathy, unspecified","Other specified diabetes mellitus with diabetic neuropathy, unspecified",0
E1341,Oth diabetes mellitus with diabetic mononeuropathy,Other specified diabetes mellitus with diabetic mononeuropathy,0
E1342,Oth diabetes mellitus with diabetic polyneuropathy,Other specified diabetes mellitus with diabetic polyneuropathy,0
E1343,Oth diabetes mellitus w diabetic autonomic (poly)neuropathy,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,0
E1344,Other specified diabetes mellitus with diabetic amyotrophy,Other specified diabetes mellitus with diabetic amyotrophy,0
E1349,Oth diabetes w oth diabetic neurological complication,Other specified diabetes mellitus with other diabetic neurological complication,0
E1351,Oth diabetes w diabetic peripheral angiopathy w/o gangrene,Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene,0
E1352,Oth diabetes w diabetic peripheral angiopathy w gangrene,Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene,0
E1359,Oth diabetes mellitus with other circulatory complications,Other specified diabetes mellitus with other circulatory complications,0
E13610,Oth diabetes mellitus with diabetic neuropathic arthropathy,Other specified diabetes mellitus with diabetic neuropathic arthropathy,0
E13618,Oth diabetes mellitus with other diabetic arthropathy,Other specified diabetes mellitus with other diabetic arthropathy,0
E13620,Other specified diabetes mellitus with diabetic dermatitis,Other specified diabetes mellitus with diabetic dermatitis,0
E13621,Other specified diabetes mellitus with foot ulcer,Other specified diabetes mellitus with foot ulcer,0
E13622,Other specified diabetes mellitus with other skin ulcer,Other specified diabetes mellitus with other skin ulcer,0
E13628,Oth diabetes mellitus with other skin complications,Other specified diabetes mellitus with other skin complications,0
E13630,Other specified diabetes mellitus with periodontal disease,Other specified diabetes mellitus with periodontal disease,0
E13638,Oth diabetes mellitus with other oral complications,Other specified diabetes mellitus with other oral complications,0
E13641,Oth diabetes mellitus with hypoglycemia with coma,Other specified diabetes mellitus with hypoglycemia with coma,0
E13649,Oth diabetes mellitus with hypoglycemia without coma,Other specified diabetes mellitus with hypoglycemia without coma,0
E1365,Other specified diabetes mellitus with hyperglycemia,Other specified diabetes mellitus with hyperglycemia,0
E1369,Oth diabetes mellitus with other specified complication,Other specified diabetes mellitus with other specified complication,0
E138,Oth diabetes mellitus with unspecified complications,Other specified diabetes mellitus with unspecified complications,0
E139,Other specified diabetes mellitus without complications,Other specified diabetes mellitus without complications,0
